A,HA50-99,HLD,EL	5530 	5860 	5480 	5430 	4920 	4760 	4760 
A,HA50-99,HLD,ES	50130 	50100 	52470 	49960 	50480 	50490 	48830 i
A,HA50-99,HLD,EU27_2020	: 	359210 	360910 	356150 	349930 	350110 	: 
A,HA50-99,HLD,FI	10580 	10940 	10840 	10560 	9820 	9250 	: 
A,HA50-99,HLD,FR	112950 	106650 	97780 	93330 	88390 	77880 	70840 
A,HA50-99,HLD,HR	: 	1240 	2320 	2610 	3540 	2570 	2680 
A,HA50-99,HLD,HU	5650 	5660 	6410 	6590 	7280 	7980 	8730 
A,HA50-99,HLD,IE	19620 	18220 	20760 	20350 	19860 	19760 	: 
A,HA50-99,HLD,IS	: 	: 	230 	: 	: 	220 	: 
A,HA50-99,HLD,IT	25710 	27010 	29210 	30180 	29960 	32490 	: 
A,HA50-99,HLD,LT	3430 	3910 	4830 	5100 	5490 	5420 	5440 i
A,HA50-99,HLD,LU	750 	690 	640 	600 	540 	470 	440 
A,HA50-99,HLD,LV	2520 	2880 	2740 	2700 	2890 	2800 	: 
A,HA50-99,HLD,ME	: 	: 	440 	: 	: 	: 	: 
A,HA50-99,HLD,MK	: 	: 	: 	90 	: 	: 	: 
A,HA50-99,HLD,NL	8900 	9210 	9130 	9280 	9360 	9460 	9320 
A,HA50-99,HLD,NO	2370 	2690 	3020 	3230 	3550 	3970 	: 
A,HA50-99,HLD,PL	13470 	15790 	16840 	20570 	22440 	26420 	: 
A,HA50-99,HLD,PT	4670 	4390 	4360 	4660 	4700 	5550 	5840 
A,HA50-99,HLD,RO	4900 	4740 	7480 	7260 	6010 	11150 	11580 
A,HA50-99,HLD,RS	: 	: 	4390 	: 	: 	: 	: 
A,HA50-99,HLD,SE	10880 	10050 	9070 	8110 	7430 	6560 	5860 
A,HA50-99,HLD,SI	210 	290 	380 	420 	500 	550 	: 
A,HA50-99,HLD,SK	630 	740 	780 	790 	940 	1020 	1120 
A,HA50-99,HLD,UK	35670 	34910 	32990 	32250 	31470 	: 	: 
A,HA_GE250,HLD,AT	760 	740 	410 	310 	340 	220 	200 
A,HA_GE250,HLD,BE	100 	110 	130 	110 	130 	140 	: 
A,HA_GE250,HLD,BG	2230 	2420 	3190 	3460 	3400 	3650 	3640 i
A,HA_GE250,HLD,CH	: @C	10 	10 	: 	10 	10 	: 
A,HA_GE250,HLD,CY	20 	20 	10 	10 	10 	20 	30 
A,HA_GE250,HLD,CZ	2580 	2590 	2640 	2690 	2740 	2780 	2710 
A,HA_GE250,HLD,DE	7130 	7400 	7880 	8380 	8810 	9440 	9950 
A,HA_GE250,HLD,DK	1210 	1600 	1970 	2200 	2450 	2660 	: 
A,HA_GE250,HLD,EE	590 	680 	790 	820 	880 	920 	910 
A,HA_GE250,HLD,EL	230 	110 	210 	170 	160 	110 	120 
A,HA_GE250,HLD,ES	14220 	14860 	14040 	13640 	13870 	16250 	16920 i
A,HA_GE250,HLD,EU27_2020	: 	60890 	66980 	68980 	71690 	80070 	: 
